Season,G,Team,Name,Date,At,Opp,W/L,OPts,Location,DPts,Opp_Name,ORtg,DRtg,Pace,Win
2024,39,GSW,Golden State Warriors,1/13/2024,@,MIL,L,118,Away,129,Milwaukee Bucks,120.5,131.8,97.9,0
2024,40,GSW,Golden State Warriors,1/15/2024,@,MEM,L,107,Away,116,Memphis Grizzlies,103.9,112.6,103,0
2024,41,GSW,Golden State Warriors,1/24/2024,,ATL,W,134,Home,112,Atlanta Hawks,134.5,112.4,99.6,1
2024,42,GSW,Golden State Warriors,1/25/2024,,SAC,L,133,Home,134,Sacramento Kings,133.9,134.9,99.3,0
2024,43,GSW,Golden State Warriors,1/27/2024,,LAL,L,144,Home,145,Los Angeles Lakers,111,111.8,107.3,0
2024,44,GSW,Golden State Warriors,1/30/2024,,PHI,W,119,Home,107,Philadelphia 76ers,124.2,111.7,95.8,1
2024,45,GSW,Golden State Warriors,2/2/2024,@,MEM,W,121,Away,101,Memphis Grizzlies,121.5,101.4,99.6,1
2024,46,GSW,Golden State Warriors,2/3/2024,@,ATL,L,134,Away,141,Atlanta Hawks,116.1,122.2,104.5,0
2024,47,GSW,Golden State Warriors,2/5/2024,@,BRK,W,109,Away,98,Brooklyn Nets,113.4,101.9,96.2,1
2024,48,GSW,Golden State Warriors,2/7/2024,@,PHI,W,127,Away,104,Philadelphia 76ers,123,100.7,103.3,1
2024,49,GSW,Golden State Warriors,2/8/2024,@,IND,W,131,Away,109,Indiana Pacers,130.4,108.5,100.4,1
2024,50,GSW,Golden State Warriors,2/10/2024,,PHO,W,113,Home,112,Phoenix Suns,109.4,108.4,103.3,1
2024,51,GSW,Golden State Warriors,2/12/2024,@,UTA,W,129,Away,107,Utah Jazz,121.8,101.1,105.9,1
2024,52,GSW,Golden State Warriors,2/14/2024,,LAC,L,125,Home,130,Los Angeles Clippers,121.5,126.3,102.9,0
2024,53,GSW,Golden State Warriors,2/15/2024,@,UTA,W,140,Away,137,Utah Jazz,137.1,134.2,102.1,1
2024,54,GSW,Golden State Warriors,2/22/2024,,LAL,W,128,Home,110,Los Angeles Lakers,129.3,111.2,99,1
2024,55,GSW,Golden State Warriors,2/23/2024,,CHO,W,97,Home,84,Charlotte Hornets,99.4,86.1,97.6,1
2024,56,GSW,Golden State Warriors,2/25/2024,,DEN,L,103,Home,119,Denver Nuggets,107.1,123.8,96.1,0
2024,57,GSW,Golden State Warriors,2/27/2024,@,WAS,W,123,Away,112,Washington Wizards,116.2,105.8,105.9,1
2024,58,GSW,Golden State Warriors,2/29/2024,@,NYK,W,110,Away,99,New York Knicks,112.3,101,98,1
2024,59,GSW,Golden State Warriors,3/1/2024,@,TOR,W,120,Away,105,Toronto Raptors,116.6,102,102.9,1
2024,60,GSW,Golden State Warriors,3/3/2024,@,BOS,L,88,Away,140,Boston Celtics,87.2,138.7,101,0
2024,61,GSW,Golden State Warriors,3/6/2024,,MIL,W,125,Home,90,Milwaukee Bucks,122.9,88.5,101.7,1
2024,62,GSW,Golden State Warriors,3/7/2024,,CHI,L,122,Home,125,Chicago Bulls,118.4,121.3,103,0
2024,63,GSW,Golden State Warriors,3/9/2024,,SAS,L,113,Home,126,San Antonio Spurs,112.9,125.9,100.1,0
2024,64,GSW,Golden State Warriors,3/11/2024,@,SAS,W,112,Away,102,San Antonio Spurs,112.3,102.3,99.7,1
2024,65,GSW,Golden State Warriors,3/13/2024,@,DAL,L,99,Away,109,Dallas Mavericks,101.7,112,97.3,0
2024,66,GSW,Golden State Warriors,3/16/2024,@,LAL,W,128,Away,121,Los Angeles Lakers,132,124.7,97,1
2024,67,GSW,Golden State Warriors,3/18/2024,,NYK,L,112,Home,119,New York Knicks,118.5,125.9,94.5,0
2024,68,GSW,Golden State Warriors,3/20/2024,,MEM,W,137,Home,116,Memphis Grizzlies,142.3,120.5,96.3,1
2024,69,GSW,Golden State Warriors,3/22/2024,,IND,L,111,Home,123,Indiana Pacers,108.8,120.5,102.1,0
2024,70,GSW,Golden State Warriors,3/24/2024,@,MIN,L,110,Away,114,Minnesota Timberwolves,110.2,114.3,99.8,0
2024,71,GSW,Golden State Warriors,3/26/2024,@,MIA,W,113,Away,92,Miami Heat,122,99.3,92.6,1
2024,72,GSW,Golden State Warriors,3/27/2024,@,ORL,W,101,Away,93,Orlando Magic,108.3,99.8,93.2,1
2024,73,GSW,Golden State Warriors,3/29/2024,@,CHO,W,115,Away,97,Charlotte Hornets,124,104.6,92.8,1
2024,74,GSW,Golden State Warriors,3/31/2024,@,SAS,W,117,Away,113,San Antonio Spurs,120,115.9,97.5,1
2024,75,GSW,Golden State Warriors,4/2/2024,,DAL,W,104,Home,100,Dallas Mavericks,105.8,101.7,98.3,1
2024,76,GSW,Golden State Warriors,4/4/2024,@,HOU,W,133,Away,110,Houston Rockets,138.9,114.9,95.7,1
2024,77,GSW,Golden State Warriors,4/5/2024,@,DAL,L,106,Away,108,Dallas Mavericks,104.7,106.7,101.3,0
2024,78,GSW,Golden State Warriors,4/7/2024,,UTA,W,118,Home,110,Utah Jazz,123.4,115.1,95.6,1
2024,79,GSW,Golden State Warriors,4/9/2024,@,LAL,W,134,Away,120,Los Angeles Lakers,133.2,119.3,100.6,1
2024,80,GSW,Golden State Warriors,4/11/2024,@,POR,W,100,Away,92,Portland Trail Blazers,109.4,100.6,91.4,1
2024,81,GSW,Golden State Warriors,4/12/2024,,NOP,L,109,Home,114,New Orleans Pelicans,110.1,115.1,99,0
2024,82,GSW,Golden State Warriors,4/14/2024,,UTA,W,123,Home,116,Utah Jazz,123.4,116.4,99.6,1
2024,1,HOU,Houston Rockets,10/25/2023,@,ORL,L,86,Away,116,Orlando Magic,90.4,121.9,95.2,0
2024,2,HOU,Houston Rockets,10/27/2023,@,SAS,L,122,Away,126,San Antonio Spurs,110,113.6,100.4,0
2024,3,HOU,Houston Rockets,10/29/2023,,GSW,L,95,Home,106,Golden State Warriors,101.5,113.2,93.6,0
2024,4,HOU,Houston Rockets,11/1/2023,,CHO,W,128,Home,119,Charlotte Hornets,126.6,117.7,101.1,1
2024,5,HOU,Houston Rockets,11/4/2023,,SAC,W,107,Home,89,Sacramento Kings,113.4,94.3,94.3,1
2024,6,HOU,Houston Rockets,11/6/2023,,SAC,W,122,Home,97,Sacramento Kings,134.1,106.7,90.9,1
2024,7,HOU,Houston Rockets,11/8/2023,,LAL,W,128,Home,94,Los Angeles Lakers,129.9,95.4,98.6,1
2024,8,HOU,Houston Rockets,11/10/2023,,NOP,W,104,Home,101,New Orleans Pelicans,106,102.9,98.1,1
2024,9,HOU,Houston Rockets,11/12/2023,,DEN,W,107,Home,104,Denver Nuggets,113.8,110.6,94.1,1
2024,10,HOU,Houston Rockets,11/17/2023,@,LAC,L,100,Away,106,Los Angeles Clippers,100,106,100,0
2024,11,HOU,Houston Rockets,11/19/2023,@,LAL,L,104,Away,105,Los Angeles Lakers,104.6,105.6,99.5,0
2024,12,HOU,Houston Rockets,11/20/2023,@,GSW,L,116,Away,121,Golden State Warriors,126.2,131.6,91.9,0
2024,13,HOU,Houston Rockets,11/22/2023,,MEM,W,111,Home,91,Memphis Grizzlies,114.4,93.8,97,1
2024,14,HOU,Houston Rockets,11/24/2023,,DEN,W,105,Home,86,Denver Nuggets,108.3,88.7,97,1
2024,15,HOU,Houston Rockets,11/28/2023,@,DAL,L,115,Away,121,Dallas Mavericks,119.3,125.5,96.4,0
2024,16,HOU,Houston Rockets,11/29/2023,@,DEN,L,124,Away,134,Denver Nuggets,133.1,143.8,93.2,0
2024,17,HOU,Houston Rockets,12/2/2023,@,LAL,L,97,Away,107,Los Angeles Lakers,95.4,105.2,101.7,0
2024,18,HOU,Houston Rockets,12/6/2023,,OKC,W,110,Home,101,Oklahoma City Thunder,109.4,100.5,100.5,1
2024,19,HOU,Houston Rockets,12/8/2023,@,DEN,W,114,Away,106,Denver Nuggets,117.7,109.5,96.8,1
2024,20,HOU,Houston Rockets,12/11/2023,,SAS,W,93,Home,82,San Antonio Spurs,91.8,80.9,101.3,1
2024,21,HOU,Houston Rockets,12/13/2023,,MEM,W,117,Home,104,Memphis Grizzlies,113.7,101.1,102.9,1
2024,22,HOU,Houston Rockets,12/15/2023,@,MEM,W,103,Away,96,Memphis Grizzlies,106.1,98.9,97.1,1
2024,23,HOU,Houston Rockets,12/17/2023,@,MIL,L,119,Away,128,Milwaukee Bucks,120.6,129.8,98.6,0
2024,24,HOU,Houston Rockets,12/18/2023,@,CLE,L,130,Away,135,Cleveland Cavaliers,123.5,128.3,95.3,0
2024,25,HOU,Houston Rockets,12/20/2023,,ATL,L,127,Home,134,Atlanta Hawks,128.3,135.4,99,0
2024,26,HOU,Houston Rockets,12/22/2023,,DAL,W,122,Home,96,Dallas Mavericks,113.3,89.1,107.7,1
2024,27,HOU,Houston Rockets,12/23/2023,@,NOP,W,106,Away,104,New Orleans Pelicans,111.9,109.8,94.7,1
2024,28,HOU,Houston Rockets,12/26/2023,,IND,L,117,Home,123,Indiana Pacers,116.7,122.7,100.2,0
2024,29,HOU,Houston Rockets,12/27/2023,,PHO,L,113,Home,129,Phoenix Suns,110.3,125.9,102.4,0
2024,30,HOU,Houston Rockets,12/29/2023,,PHI,L,127,Home,131,Philadelphia 76ers,130.8,134.9,97.1,0
2024,31,HOU,Houston Rockets,1/1/2024,,DET,W,136,Home,113,Detroit Pistons,133.4,110.8,102,1
2024,32,HOU,Houston Rockets,1/3/2024,,BRK,W,112,Home,101,Brooklyn Nets,114.7,103.5,97.6,1
2024,33,HOU,Houston Rockets,1/5/2024,,MIN,L,95,Home,122,Minnesota Timberwolves,93.7,120.3,101.4,0
2024,34,HOU,Houston Rockets,1/6/2024,,MIL,W,112,Home,108,Milwaukee Bucks,113.4,109.4,98.8,1
2024,35,HOU,Houston Rockets,1/8/2024,@,MIA,L,113,Away,120,Miami Heat,117.6,124.9,96,0
2024,36,HOU,Houston Rockets,1/10/2024,@,CHI,L,119,Away,124,Chicago Bulls,107.3,111.8,100.5,0
2024,37,HOU,Houston Rockets,1/12/2024,@,DET,W,112,Away,110,Detroit Pistons,115.2,113.2,97.2,1
2024,38,HOU,Houston Rockets,1/13/2024,@,BOS,L,113,Away,145,Boston Celtics,105.9,135.9,106.7,0
2024,39,HOU,Houston Rockets,1/15/2024,@,PHI,L,115,Away,124,Philadelphia 76ers,117.1,126.3,98.2,0
2024,40,HOU,Houston Rockets,1/17/2024,@,NYK,L,94,Away,109,New York Knicks,98.2,113.9,95.7,0
2024,41,HOU,Houston Rockets,1/20/2024,,UTA,W,127,Home,126,Utah Jazz,116.1,115.2,99,1
2024,42,HOU,Houston Rockets,1/21/2024,,BOS,L,107,Home,116,Boston Celtics,102.3,111,104.5,0
2024,43,HOU,Houston Rockets,1/24/2024,,POR,L,131,Home,137,Portland Trail Blazers,127.3,133.2,93.2,0
2024,44,HOU,Houston Rockets,1/26/2024,@,CHO,W,138,Away,104,Charlotte Hornets,132.4,99.8,104.2,1
2024,45,HOU,Houston Rockets,1/27/2024,@,BRK,L,104,Away,106,Brooklyn Nets,99.6,101.5,104.4,0
2024,46,HOU,Houston Rockets,1/29/2024,,LAL,W,135,Home,119,Los Angeles Lakers,124.5,109.8,108.4,1
2024,47,HOU,Houston Rockets,1/31/2024,,NOP,L,99,Home,110,New Orleans Pelicans,106.4,118.2,93,0
2024,48,HOU,Houston Rockets,2/2/2024,,TOR,W,135,Home,106,Toronto Raptors,127.9,100.4,105.6,1
2024,49,HOU,Houston Rockets,2/4/2024,@,MIN,L,90,Away,111,Minnesota Timberwolves,89.2,110,100.9,0
2024,50,HOU,Houston Rockets,2/6/2024,@,IND,L,129,Away,132,Indiana Pacers,132.7,135.8,97.2,0
2024,51,HOU,Houston Rockets,2/9/2024,@,TOR,L,104,Away,107,Toronto Raptors,107.4,110.5,96.8,0
2024,52,HOU,Houston Rockets,2/10/2024,@,ATL,L,113,Away,122,Atlanta Hawks,107.9,116.5,104.7,0
2024,53,HOU,Houston Rockets,2/12/2024,,NYK,W,105,Home,103,New York Knicks,114.1,111.9,92,1
2024,54,HOU,Houston Rockets,2/14/2024,@,MEM,L,113,Away,121,Memphis Grizzlies,114.8,122.9,98.5,0
2024,55,HOU,Houston Rockets,2/22/2024,@,NOP,L,105,Away,127,New Orleans Pelicans,99.6,120.5,105.4,0
2024,56,HOU,Houston Rockets,2/23/2024,,PHO,W,114,Home,110,Phoenix Suns,113.6,109.6,100.4,1
2024,57,HOU,Houston Rockets,2/25/2024,,OKC,L,110,Home,123,Oklahoma City Thunder,105.5,117.9,104.3,0
2024,58,HOU,Houston Rockets,2/27/2024,@,OKC,L,95,Away,112,Oklahoma City Thunder,92.6,109.2,102.6,0
2024,59,HOU,Houston Rockets,2/29/2024,@,PHO,L,105,Away,110,Phoenix Suns,103.3,108.2,101.6,0
2024,60,HOU,Houston Rockets,3/2/2024,@,PHO,W,118,Away,109,Phoenix Suns,112.2,103.6,105.2,1
2024,61,HOU,Houston Rockets,3/5/2024,,SAS,W,114,Home,101,San Antonio Spurs,115.3,102.2,98.8,1
2024,62,HOU,Houston Rockets,3/6/2024,,LAC,L,116,Home,122,Los Angeles Clippers,126.1,132.6,92,0
2024,63,HOU,Houston Rockets,3/8/2024,@,POR,W,123,Away,107,Portland Trail Blazers,129.2,112.4,95.2,1
2024,64,HOU,Houston Rockets,3/10/2024,@,SAC,W,112,Away,104,Sacramento Kings,111.9,104,100,1
2024,65,HOU,Houston Rockets,3/12/2024,@,SAS,W,103,Away,101,San Antonio Spurs,112.8,110.6,91.3,1
2024,66,HOU,Houston Rockets,3/14/2024,,WAS,W,135,Home,119,Washington Wizards,126.6,111.6,106.6,1
2024,67,HOU,Houston Rockets,3/16/2024,,CLE,W,117,Home,103,Cleveland Cavaliers,117.7,103.6,99.4,1
2024,68,HOU,Houston Rockets,3/19/2024,@,WAS,W,137,Away,114,Washington Wizards,140.3,116.7,97.7,1
2024,69,HOU,Houston Rockets,3/21/2024,,CHI,W,127,Home,117,Chicago Bulls,125.2,115.4,101.4,1
2024,70,HOU,Houston Rockets,3/23/2024,,UTA,W,147,Home,119,Utah Jazz,150.2,121.6,97.8,1
2024,71,HOU,Houston Rockets,3/25/2024,,POR,W,110,Home,92,Portland Trail Blazers,114.3,95.6,96.2,1
2024,72,HOU,Houston Rockets,3/27/2024,@,OKC,W,132,Away,126,Oklahoma City Thunder,119.2,113.8,100.3,1
2024,73,HOU,Houston Rockets,3/29/2024,@,UTA,W,101,Away,100,Utah Jazz,105.1,104.1,96.1,1
2024,74,HOU,Houston Rockets,3/31/2024,,DAL,L,107,Home,125,Dallas Mavericks,108.9,127.2,98.3,0
2024,75,HOU,Houston Rockets,4/2/2024,@,MIN,L,106,Away,113,Minnesota Timberwolves,109.1,116.3,97.2,0
2024,76,HOU,Houston Rockets,4/4/2024,,GSW,L,110,Home,133,Golden State Warriors,114.9,138.9,95.7,0
2024,77,HOU,Houston Rockets,4/5/2024,,MIA,L,104,Home,119,Miami Heat,108.2,123.8,96.1,0
2024,78,HOU,Houston Rockets,4/7/2024,@,DAL,L,136,Away,147,Dallas Mavericks,120.3,130,102.4,0
2024,79,HOU,Houston Rockets,4/9/2024,,ORL,W,118,Home,106,Orlando Magic,120.3,108,98.1,1
2024,80,HOU,Houston Rockets,4/11/2024,@,UTA,L,121,Away,124,Utah Jazz,127,130.1,95.3,0
2024,81,HOU,Houston Rockets,4/12/2024,@,POR,W,116,Away,107,Portland Trail Blazers,120.8,111.5,96,1
2024,82,HOU,Houston Rockets,4/14/2024,@,LAC,W,116,Away,105,Los Angeles Clippers,109.3,98.9,106.1,1
2024,1,CLE,Cleveland Cavaliers,10/25/2023,@,BRK,W,114,Away,113,Brooklyn Nets,116.3,115.3,98,1
2024,2,CLE,Cleveland Cavaliers,10/27/2023,,OKC,L,105,Home,108,Oklahoma City Thunder,99.1,102,105.9,0
2024,3,CLE,Cleveland Cavaliers,10/28/2023,,IND,L,113,Home,125,Indiana Pacers,115.7,127.9,97.7,0
2024,4,CLE,Cleveland Cavaliers,10/31/2023,,NYK,L,91,Home,109,New York Knicks,95.3,114.1,95.5,0
2024,5,CLE,Cleveland Cavaliers,11/1/2023,@,NYK,W,95,Away,89,New York Knicks,98.5,92.3,96.5,1
2024,6,CLE,Cleveland Cavaliers,11/3/2023,@,IND,L,116,Away,121,Indiana Pacers,111.7,116.5,103.8,0
2024,7,CLE,Cleveland Cavaliers,11/5/2023,,GSW,W,115,Home,104,Golden State Warriors,116.3,105.2,98.9,1
2024,8,CLE,Cleveland Cavaliers,11/8/2023,@,OKC,L,120,Away,128,Oklahoma City Thunder,117.1,124.9,102.4,0
2024,9,CLE,Cleveland Cavaliers,11/11/2023,@,GSW,W,118,Away,110,Golden State Warriors,113.7,106,103.8,1
2024,10,CLE,Cleveland Cavaliers,11/13/2023,@,SAC,L,120,Away,132,Sacramento Kings,129.2,142.1,92.9,0
2024,11,CLE,Cleveland Cavaliers,11/15/2023,@,POR,W,109,Away,95,Portland Trail Blazers,112.3,97.9,97.1,1
2024,12,CLE,Cleveland Cavaliers,11/17/2023,,DET,W,108,Home,100,Detroit Pistons,114.4,105.9,94.4,1
2024,13,CLE,Cleveland Cavaliers,11/19/2023,,DEN,W,121,Home,109,Denver Nuggets,128.1,115.4,94.5,1
2024,14,CLE,Cleveland Cavaliers,11/21/2023,@,PHI,W,122,Away,119,Philadelphia 76ers,114.9,112.1,96.1,1
2024,15,CLE,Cleveland Cavaliers,11/22/2023,,MIA,L,96,Home,129,Miami Heat,101.2,136,94.9,0
2024,16,CLE,Cleveland Cavaliers,11/25/2023,,LAL,L,115,Home,121,Los Angeles Lakers,108.8,114.5,105.7,0
2024,17,CLE,Cleveland Cavaliers,11/26/2023,,TOR,W,105,Home,102,Toronto Raptors,108.4,105.3,96.8,1
2024,18,CLE,Cleveland Cavaliers,11/28/2023,,ATL,W,128,Home,105,Atlanta Hawks,123.1,101,104,1
2024,19,CLE,Cleveland Cavaliers,11/30/2023,,POR,L,95,Home,103,Portland Trail Blazers,101.1,109.6,94,0
2024,20,CLE,Cleveland Cavaliers,12/2/2023,@,DET,W,110,Away,101,Detroit Pistons,111.8,102.7,98.4,1
2024,21,CLE,Cleveland Cavaliers,12/6/2023,,ORL,W,121,Home,111,Orlando Magic,119.7,109.8,101.1,1
2024,22,CLE,Cleveland Cavaliers,12/8/2023,@,MIA,W,111,Away,99,Miami Heat,112.1,100,99,1
2024,23,CLE,Cleveland Cavaliers,12/11/2023,@,ORL,L,94,Away,104,Orlando Magic,101.7,112.5,92.4,0
2024,24,CLE,Cleveland Cavaliers,12/12/2023,@,BOS,L,113,Away,120,Boston Celtics,115.5,122.6,97.8,0
2024,25,CLE,Cleveland Cavaliers,12/14/2023,@,BOS,L,107,Away,116,Boston Celtics,113.9,123.5,93.9,0
2024,26,CLE,Cleveland Cavaliers,12/16/2023,,ATL,W,127,Home,119,Atlanta Hawks,130.5,122.3,97.3,1
2024,27,CLE,Cleveland Cavaliers,12/18/2023,,HOU,W,135,Home,130,Houston Rockets,128.3,123.5,95.3,1
2024,28,CLE,Cleveland Cavaliers,12/20/2023,,UTA,W,124,Home,116,Utah Jazz,126.4,118.2,98.1,1
2024,29,CLE,Cleveland Cavaliers,12/21/2023,,NOP,L,104,Home,123,New Orleans Pelicans,110.7,130.9,94,0
2024,30,CLE,Cleveland Cavaliers,12/23/2023,@,CHI,W,109,Away,95,Chicago Bulls,116,101.1,94,1
2024,31,CLE,Cleveland Cavaliers,12/27/2023,@,DAL,W,113,Away,110,Dallas Mavericks,114.9,111.8,98.4,1
2024,32,CLE,Cleveland Cavaliers,12/29/2023,,MIL,L,111,Home,119,Milwaukee Bucks,108,115.8,102.7,0
2024,33,CLE,Cleveland Cavaliers,1/1/2024,@,TOR,L,121,Away,124,Toronto Raptors,117.9,120.8,102.6,0
2024,34,CLE,Cleveland Cavaliers,1/3/2024,,WAS,W,140,Home,101,Washington Wizards,142.3,102.7,98.4,1
2024,35,CLE,Cleveland Cavaliers,1/5/2024,,WAS,W,114,Home,90,Washington Wizards,116,91.6,98.3,1
2024,36,CLE,Cleveland Cavaliers,1/7/2024,,SAS,W,117,Home,115,San Antonio Spurs,119.7,117.7,97.7,1
2024,37,CLE,Cleveland Cavaliers,1/11/2024,,BRK,W,111,Home,102,Brooklyn Nets,113.3,104.1,98,1
2024,38,CLE,Cleveland Cavaliers,1/15/2024,,CHI,W,109,Home,91,Chicago Bulls,109.7,91.6,99.4,1
2024,39,CLE,Cleveland Cavaliers,1/17/2024,,MIL,W,135,Home,95,Milwaukee Bucks,136,95.7,99.2,1
2024,40,CLE,Cleveland Cavaliers,1/20/2024,@,ATL,W,116,Away,95,Atlanta Hawks,116.6,95.5,99.4,1
2024,41,CLE,Cleveland Cavaliers,1/22/2024,@,ORL,W,126,Away,99,Orlando Magic,137.6,108.1,91.6,1
2024,42,CLE,Cleveland Cavaliers,1/24/2024,@,MIL,L,116,Away,126,Milwaukee Bucks,113.1,122.9,102.6,0
2024,43,CLE,Cleveland Cavaliers,1/26/2024,@,MIL,W,112,Away,100,Milwaukee Bucks,110.9,99,101,1
2024,44,CLE,Cleveland Cavaliers,1/29/2024,,LAC,W,118,Home,108,Los Angeles Clippers,121.2,110.9,97.3,1
2024,45,CLE,Cleveland Cavaliers,1/31/2024,,DET,W,128,Home,121,Detroit Pistons,132,124.8,97,1
2024,46,CLE,Cleveland Cavaliers,2/1/2024,@,MEM,W,108,Away,101,Memphis Grizzlies,109.3,102.2,98.9,1
2024,47,CLE,Cleveland Cavaliers,2/3/2024,@,SAS,W,117,Away,101,San Antonio Spurs,115.4,99.6,101.4,1
2024,48,CLE,Cleveland Cavaliers,2/5/2024,,SAC,W,136,Home,110,Sacramento Kings,137.9,111.5,98.6,1
2024,49,CLE,Cleveland Cavaliers,2/7/2024,@,WAS,W,114,Away,106,Washington Wizards,112.7,104.8,101.1,1
2024,50,CLE,Cleveland Cavaliers,2/8/2024,@,BRK,W,118,Away,95,Brooklyn Nets,123.4,99.3,95.6,1
2024,51,CLE,Cleveland Cavaliers,2/10/2024,@,TOR,W,119,Away,95,Toronto Raptors,128.7,102.8,92.4,1
2024,52,CLE,Cleveland Cavaliers,2/12/2024,,PHI,L,121,Home,123,Philadelphia 76ers,126.8,128.9,95.4,0
2024,53,CLE,Cleveland Cavaliers,2/14/2024,,CHI,W,108,Home,105,Chicago Bulls,115.9,112.7,93.2,1
2024,54,CLE,Cleveland Cavaliers,2/22/2024,,ORL,L,109,Home,116,Orlando Magic,118.7,126.3,91.8,0
2024,55,CLE,Cleveland Cavaliers,2/23/2024,@,PHI,L,97,Away,104,Philadelphia 76ers,100,107.3,97,0
2024,56,CLE,Cleveland Cavaliers,2/25/2024,@,WAS,W,114,Away,105,Washington Wizards,114,105,100,1
2024,57,CLE,Cleveland Cavaliers,2/27/2024,,DAL,W,121,Home,119,Dallas Mavericks,125.1,123,96.7,1
2024,58,CLE,Cleveland Cavaliers,2/28/2024,@,CHI,L,123,Away,132,Chicago Bulls,106,113.8,96,0
2024,59,CLE,Cleveland Cavaliers,3/1/2024,@,DET,W,110,Away,100,Detroit Pistons,112.7,102.5,97.6,1
2024,60,CLE,Cleveland Cavaliers,3/3/2024,,NYK,L,98,Home,107,New York Knicks,108.8,118.8,90.1,0
2024,61,CLE,Cleveland Cavaliers,3/5/2024,,BOS,W,105,Home,104,Boston Celtics,111.7,110.6,94,1
2024,62,CLE,Cleveland Cavaliers,3/6/2024,@,ATL,L,101,Away,112,Atlanta Hawks,104.7,116.1,96.4,0
2024,63,CLE,Cleveland Cavaliers,3/8/2024,,MIN,W,113,Home,104,Minnesota Timberwolves,106.9,98.4,95.8,1
2024,64,CLE,Cleveland Cavaliers,3/10/2024,,BRK,L,101,Home,120,Brooklyn Nets,110.4,131.1,91.5,0
2024,65,CLE,Cleveland Cavaliers,3/11/2024,,PHO,L,111,Home,117,Phoenix Suns,119.4,125.9,93,0
2024,66,CLE,Cleveland Cavaliers,3/13/2024,@,NOP,W,116,Away,95,New Orleans Pelicans,121.2,99.3,95.7,1
2024,67,CLE,Cleveland Cavaliers,3/16/2024,@,HOU,L,103,Away,117,Houston Rockets,103.6,117.7,99.4,0
2024,68,CLE,Cleveland Cavaliers,3/18/2024,@,IND,W,108,Away,103,Indiana Pacers,115.6,110.3,93.4,1
2024,69,CLE,Cleveland Cavaliers,3/20/2024,,MIA,L,104,Home,107,Miami Heat,116.6,120,89.2,0
2024,70,CLE,Cleveland Cavaliers,3/22/2024,@,MIN,L,91,Away,104,Minnesota Timberwolves,102,116.6,89.2,0
2024,71,CLE,Cleveland Cavaliers,3/24/2024,@,MIA,L,84,Away,121,Miami Heat,90.5,130.4,92.8,0
2024,72,CLE,Cleveland Cavaliers,3/25/2024,,CHO,W,115,Home,92,Charlotte Hornets,123.8,99,92.9,1
2024,73,CLE,Cleveland Cavaliers,3/27/2024,@,CHO,L,111,Away,118,Charlotte Hornets,118.8,126.2,93.5,0
2024,74,CLE,Cleveland Cavaliers,3/29/2024,,PHI,W,117,Home,114,Philadelphia 76ers,125.8,122.5,93,1
2024,75,CLE,Cleveland Cavaliers,3/31/2024,@,DEN,L,101,Away,130,Denver Nuggets,103.5,133.2,97.6,0
2024,76,CLE,Cleveland Cavaliers,4/2/2024,@,UTA,W,129,Away,113,Utah Jazz,127.3,111.5,101.3,1
2024,77,CLE,Cleveland Cavaliers,4/3/2024,@,PHO,L,101,Away,122,Phoenix Suns,102.1,123.3,98.9,0
2024,78,CLE,Cleveland Cavaliers,4/6/2024,@,LAL,L,97,Away,116,Los Angeles Lakers,96.8,115.7,100.2,0
2024,79,CLE,Cleveland Cavaliers,4/7/2024,@,LAC,L,118,Away,120,Los Angeles Clippers,118.6,120.7,99.5,0
2024,80,CLE,Cleveland Cavaliers,4/10/2024,,MEM,W,110,Home,98,Memphis Grizzlies,114.3,101.8,96.3,1
2024,81,CLE,Cleveland Cavaliers,4/12/2024,,IND,W,129,Home,120,Indiana Pacers,125.3,116.5,103,1
2024,82,CLE,Cleveland Cavaliers,4/14/2024,,CHO,L,110,Home,120,Charlotte Hornets,114.9,125.4,95.7,0
2024,83,CLE,Cleveland Cavaliers,4/20/2024,,ORL,W,97,Home,83,Orlando Magic,100.7,86.2,96.3,1
2024,84,CLE,Cleveland Cavaliers,4/22/2024,,ORL,W,96,Home,86,Orlando Magic,104.3,93.5,92,1
2024,85,CLE,Cleveland Cavaliers,4/25/2024,@,ORL,L,83,Away,121,Orlando Magic,89.3,130.3,92.9,0
2024,86,CLE,Cleveland Cavaliers,4/27/2024,@,ORL,L,89,Away,112,Orlando Magic,94.9,119.5,93.7,0
2024,87,CLE,Cleveland Cavaliers,4/30/2024,,ORL,W,104,Home,103,Orlando Magic,108.8,107.7,95.6,1
2024,88,CLE,Cleveland Cavaliers,5/3/2024,@,ORL,L,96,Away,103,Orlando Magic,100.4,107.7,95.7,0
2024,89,CLE,Cleveland Cavaliers,5/5/2024,,ORL,W,106,Home,94,Orlando Magic,110.7,98.1,95.8,1
2024,90,CLE,Cleveland Cavaliers,5/7/2024,@,BOS,L,95,Away,120,Boston Celtics,103.4,130.5,91.9,0
2024,91,CLE,Cleveland Cavaliers,5/9/2024,@,BOS,W,118,Away,94,Boston Celtics,127.7,101.7,92.4,1
2024,92,CLE,Cleveland Cavaliers,5/11/2024,,BOS,L,93,Home,106,Boston Celtics,106.4,121.2,87.4,0
2024,93,CLE,Cleveland Cavaliers,5/13/2024,,BOS,L,102,Home,109,Boston Celtics,110.3,117.9,92.5,0
2024,94,CLE,Cleveland Cavaliers,5/15/2024,@,BOS,L,98,Away,113,Boston Celtics,113.9,131.3,86.1,0
